"detailid","tarih","marka","seri","model","yil","yakit","vites","hacim","guc","kilometre","takas","kimden","fiyat"
"4349","25 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2011","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.194","Takasa Uygun Değil","Sahibinden","0.078"
"4350","25 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2013","Dizel","Yarı Otomatik","1598 cc","105 hp","0.199","Takasa Uygun","Sahibinden","0.09000000000000001"
"4351","25 Ekim 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Highline","0.2016","Benzin","D&#252;z","1395 cc","125 hp","0.019600000000000003","Takasa Uygun Değil","Sahibinden","0.133"
"4352","25 Ekim 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Comfortline","0.2017","Benzin","Yarı Otomatik","1395 cc","125 hp","0.039","Takasa Uygun Değil","Sahibinden","0.1295"
"4353","25 Ekim 2019","Volkswagen","Jetta","1.6 TDi Exclusive","0.201","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.23","Takasa Uygun Değil","Sahibinden","0.079"
"4354","25 Ekim 2019","Volkswagen","Jetta","1.4 TSi Comfortline","0.2015","Benzin","Yarı Otomatik","1390 cc","122 hp","0.04","Takasa Uygun Değil","Sahibinden","0.115"
"4355","25 Ekim 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2015","Dizel","D&#252;z","1598 cc","105 hp","0.065","Takasa Uygun","Sahibinden","0.11299999999999999"
"4356","25 Ekim 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2013","Dizel","D&#252;z","1598 cc","105 hp","0.148","Takasa Uygun Değil","Sahibinden","0.0805"
"4357","25 Ekim 2019","Volkswagen","Jetta","1.9 TDi Midline","0.2007","Dizel","D&#252;z","1896 cc","105 hp","0.216","Takasa Uygun","Sahibinden","0.055"
"4358","25 Ekim 2019","Volkswagen","Jetta","1.6 FSi Midline","0.2006","Benzin","D&#252;z","1598 cc","115 hp","0.229","Takasa Uygun Değil","Sahibinden","0.055"
"4359","25 Ekim 2019","Volkswagen","Jetta","1.6 Midline","0.2007","LPG &amp; Benzin","D&#252;z","1595 cc","102 hp","0.194","Takasa Uygun Değil","Sahibinden","0.063"
"4360","25 Ekim 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2012","Dizel","D&#252;z","1598 cc","105 hp","0.133","Takasa Uygun","Sahibinden","0.076"
"4361","24 Ekim 2019","Volkswagen","Jetta","1.6 FSi Comfortline","0.2006","Benzin","D&#252;z","1401 - 1600 cm3","126 - 150 HP","0.254222","Takasa Uygun Değil","Sahibinden","0.04"
"4362","23 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2013","Dizel","Yarı Otomatik","1598 cc","105 hp","0.193","Takasa Uygun Değil","Sahibinden","0.0875"
"4363","22 Ekim 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2015","Dizel","Yarı Otomatik","1598 cc","105 hp","0.121","Takasa Uygun Değil","Sahibinden","0.1235"
"4364","22 Ekim 2019","Volkswagen","Jetta","1.6 Midline","0.2007","Benzin","D&#252;z","1595 cc","102 hp","0.268","Takasa Uygun","Sahibinden","0.052"
"4365","22 Ekim 2019","Volkswagen","Jetta","1.6 Primeline","0.2007","LPG &amp; Benzin","D&#252;z","1595 cc","102 hp","0.158","Takasa Uygun","Sahibinden","0.054"
"4366","21 Ekim 2019","Volkswagen","Jetta","1.2 TSi Trendline","0.2016","Benzin","D&#252;z","1197 cc","105 hp","0.02","Takasa Uygun Değil","Sahibinden","0.095"
"4367","21 Ekim 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Comfortline","0.2017","Benzin","D&#252;z","1395 cc","125 hp","0.05","Takasa Uygun Değil","Sahibinden","0.12000000000000001"
"4368","21 Ekim 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Comfortline","0.2015","Benzin","D&#252;z","1395 cc","125 hp","0.077","Takasa Uygun Değil","Sahibinden","0.115"
"4369","20 Ekim 2019","Volkswagen","Jetta","1.4 TSi Trendline","0.2012","Benzin","D&#252;z","1390 cc","122 hp","0.12","Takasa Uygun Değil","Sahibinden","0.08600000000000001"
"4370","19 Ekim 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Comfortline","0.2016","Benzin","Yarı Otomatik","1395 cc","125 hp","0.026","Takasa Uygun Değil","Sahibinden","0.11299999999999999"
"4371","19 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2013","Dizel","Yarı Otomatik","1598 cc","105 hp","0.178","Takasa Uygun Değil","Sahibinden","0.08375"
"4372","18 Ekim 2019","Volkswagen","Jetta","1.2 TSi Trendline","0.2014","Benzin","D&#252;z","1200 cm3&#39; e kadar","101 - 125 HP","0.116","Takasa Uygun Değil","Sahibinden","0.073"
"4373","18 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2014","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.125","Takasa Uygun Değil","Sahibinden","0.102"
"4374","18 Ekim 2019","Volkswagen","Jetta","1.4 TSi Highline","0.2012","Benzin","D&#252;z","1390 cc","122 hp","0.106","Takasa Uygun","Sahibinden","0.08499899999999999"
"4375","17 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2015","Dizel","Yarı Otomatik","1598 cc","105 hp","0.11","Takasa Uygun Değil","Sahibinden","0.135"
"4376","17 Ekim 2019","Volkswagen","Jetta","1.2 TSi Trendline","0.2011","Benzin","D&#252;z","1197 cc","105 hp","0.0935","Takasa Uygun Değil","Sahibinden","0.0745"
"4377","17 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2015","Dizel","Yarı Otomatik","1598 cc","105 hp","0.114","Takasa Uygun","Sahibinden","0.1125"
"4378","17 Ekim 2019","Volkswagen","Jetta","1.4 TSi Comfortline","0.201","LPG &amp; Benzin","D&#252;z","1390 cc","122 hp","0.173","Takasa Uygun Değil","Sahibinden","0.0605"
"4379","17 Ekim 2019","Volkswagen","Jetta","1.6 Primeline","0.2007","LPG &amp; Benzin","D&#252;z","1595 cc","102 hp","0.18","Takasa Uygun Değil","Sahibinden","0.054"
"4380","17 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2015","Dizel","Yarı Otomatik","1598 cc","105 hp","0.117","Takasa Uygun Değil","Sahibinden","0.106"
"4381","17 Ekim 2019","Volkswagen","Jetta","1.6 Primeline","0.2011","LPG &amp; Benzin","D&#252;z","1595 cc","102 hp","0.089","Takasa Uygun Değil","Sahibinden","0.075"
"4382","16 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2014","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.08270000000000001","Takasa Uygun Değil","Sahibinden","0.11"
"4383","15 Ekim 2019","Volkswagen","Jetta","1.6 TDi Exclusive","0.201","Dizel","D&#252;z","1598 cc","105 hp","0.162","Takasa Uygun Değil","Sahibinden","0.06625"
"4384","15 Ekim 2019","Volkswagen","Jetta","1.2 TSi BlueMotion Trendline","0.2015","Benzin","Yarı Otomatik","1197 cc","105 hp","0.1635","Takasa Uygun","Sahibinden","0.08"
"4385","15 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2011","Dizel","Yarı Otomatik","1598 cc","105 hp","0.286","Takasa Uygun Değil","Sahibinden","0.0575"
"4386","15 Ekim 2019","Volkswagen","Jetta","1.6 Comfortline","0.2009","LPG &amp; Benzin","Otomatik","1595 cc","102 hp","0.211","Takasa Uygun Değil","Sahibinden","0.7150000000000001"
"4387","15 Ekim 2019","Volkswagen","Jetta","1.2 TSi Trendline","0.2015","Benzin","D&#252;z","1197 cc","105 hp","0.215","Takasa Uygun Değil","Sahibinden","0.06999999999999999"
"4388","14 Ekim 2019","Volkswagen","Jetta","1.6 FSi Comfortline","0.2006","LPG &amp; Benzin","D&#252;z","1598 cc","115 hp","0.2044","Takasa Uygun","Sahibinden","0.051"
"4389","14 Ekim 2019","Volkswagen","Jetta","2.0 TDi Comfortline","0.2007","Dizel","Yarı Otomatik","1968 cc","140 hp","0.265","Takasa Uygun Değil","Sahibinden","0.052"
"4390","14 Ekim 2019","Volkswagen","Jetta","1.2 TSi BlueMotion Comfortline","0.2017","Benzin","Yarı Otomatik","1197 cc","105 hp","0.0626","Takasa Uygun","Sahibinden","0.1315"
"4391","13 Ekim 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Highline","0.2015","Benzin","Yarı Otomatik","1395 cc","125 hp","0.042","Takasa Uygun","Sahibinden","0.128"
"4392","13 Ekim 2019","Volkswagen","Jetta","1.4 TSi Comfortline","0.2014","Benzin","D&#252;z","1390 cc","122 hp","0.106","Takasa Uygun","Sahibinden","0.0885"
"4393","12 Ekim 2019","Volkswagen","Jetta","1.2 TSi Trendline","0.2011","LPG &amp; Benzin","D&#252;z","1197 cc","105 hp","0.18","Takasa Uygun Değil","Sahibinden","0.06999999999999999"
"4394","11 Ekim 2019","Volkswagen","Jetta","1.6 FSi Midline","0.2007","Benzin","D&#252;z","1598 cc","115 hp","0.254","Takasa Uygun Değil","Sahibinden","0.044"
"4395","11 Ekim 2019","Volkswagen","Jetta","1.4 TSi Comfortline","0.2008","Benzin","Yarı Otomatik","1390 cc","140 hp","0.228","Takasa Uygun","Sahibinden","0.051599"
"4396","11 Ekim 2019","Volkswagen","Jetta","1.2 TSi Trendline","0.2012","Benzin","D&#252;z","1197 cc","105 hp","0.184","Takasa Uygun","Sahibinden","0.06425"
"4397","11 Ekim 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2015","Dizel","Yarı Otomatik","1598 cc","105 hp","0.101","Takasa Uygun Değil","Sahibinden","0.1"
"4398","10 Ekim 2019","Volkswagen","Jetta","1.4 TSi Comfortline","0.2012","Benzin","D&#252;z","1390 cc","122 hp","0.116","Takasa Uygun","Sahibinden","0.087"
"4399","10 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2011","Dizel","Yarı Otomatik","1598 cc","105 hp","0.242","Takasa Uygun Değil","Sahibinden","0.059500000000000004"
"4400","10 Ekim 2019","Volkswagen","Jetta","1.6 Comfortline","0.2006","Benzin","D&#252;z","1595 cc","102 hp","0.14","Takasa Uygun Değil","Sahibinden","0.049499999999999995"
"4401","10 Ekim 2019","Volkswagen","Jetta","1.2 TSi Trendline","0.2012","Benzin","D&#252;z","1197 cc","105 hp","0.16","Takasa Uygun Değil","Sahibinden","0.07275000000000001"
"4402","10 Ekim 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Trendline","0.2016","Benzin","Yarı Otomatik","1395 cc","125 hp","0.032","Takasa Uygun Değil","Sahibinden","0.1065"
"4403","09 Ekim 2019","Volkswagen","Jetta","1.2 TSi BlueMotion Comfortline","0.2016","Benzin","Yarı Otomatik","1197 cc","105 hp","0.041","Takasa Uygun Değil","Sahibinden","0.1235"
"4404","09 Ekim 2019","Volkswagen","Jetta","1.2 TSi BlueMotion Comfortline","0.2016","Benzin","D&#252;z","1197 cc","105 hp","0.041","Takasa Uygun Değil","Sahibinden","0.115"
"4405","09 Ekim 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2012","Dizel","Yarı Otomatik","1598 cc","105 hp","0.17","Takasa Uygun","Sahibinden","0.095"
"4406","09 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2011","Dizel","Yarı Otomatik","1598 cc","105 hp","0.166","Takasa Uygun","Sahibinden","0.07625"
"4407","08 Ekim 2019","Volkswagen","Jetta","1.6 TDi Midline","0.201","Dizel","D&#252;z","1598 cc","105 hp","0.23","Takasa Uygun Değil","Sahibinden","0.055"
"4408","07 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2012","Dizel","Yarı Otomatik","1598 cc","105 hp","0.124","Takasa Uygun Değil","Sahibinden","0.089"
"4409","07 Ekim 2019","Volkswagen","Jetta","1.2 TSi Trendline","0.2017","Benzin","Yarı Otomatik","1197 cc","105 hp","0.02","Takasa Uygun Değil","Sahibinden","0.10900000000000001"
"4410","07 Ekim 2019","Volkswagen","Jetta","1.2 TSi BlueMotion Comfortline","0.2017","Benzin","D&#252;z","1197 cc","105 hp","0.065","Takasa Uygun","Sahibinden","0.10500000000000001"
"4411","07 Ekim 2019","Volkswagen","Jetta","1.2 TSi BlueMotion Trendline","0.2017","Benzin","D&#252;z","1197 cc","105 hp","0.06470000000000001","Takasa Uygun","Sahibinden","0.0925"
"4412","06 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2013","Dizel","D&#252;z","1598 cc","105 hp","0.07","Takasa Uygun Değil","Sahibinden","0.12300000000000001"
"4413","06 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2012","Dizel","Yarı Otomatik","1598 cc","105 hp","0.15","Takasa Uygun Değil","Sahibinden","0.0785"
"4414","04 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2011","Dizel","Yarı Otomatik","1598 cc","105 hp","0.199","Takasa Uygun","Sahibinden","0.0785"
"4415","04 Ekim 2019","Volkswagen","Jetta","1.6 Primeline","0.2006","LPG &amp; Benzin","D&#252;z","1595 cc","102 hp","0.22","Takasa Uygun Değil","Sahibinden","0.048"
"4416","04 Ekim 2019","Volkswagen","Jetta","1.6 Comfortline","0.2006","Benzin","D&#252;z","1595 cc","102 hp","0.15","Takasa Uygun","Sahibinden","0.051"
"4417","03 Ekim 2019","Volkswagen","Jetta","1.6 FSi Comfortline","0.2007","Benzin","D&#252;z","1598 cc","115 hp","0.10658","Takasa Uygun Değil","Sahibinden","0.06499999999999999"
"4418","03 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2012","Dizel","Yarı Otomatik","1598 cc","105 hp","0.115","Takasa Uygun Değil","Sahibinden","0.07550000000000001"
"4419","03 Ekim 2019","Volkswagen","Jetta","1.4 TSi Comfortline","0.2008","Benzin","Yarı Otomatik","1390 cc","140 hp","0.18","Takasa Uygun Değil","Sahibinden","0.061500000000000006"
"4420","03 Ekim 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2013","Dizel","D&#252;z","1401 - 1600 cm3","101 - 125 HP","0.049","Takasa Uygun Değil","Sahibinden","0.1059"
"4421","02 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2013","Dizel","Yarı Otomatik","1598 cc","105 hp","0.1935","Takasa Uygun Değil","Sahibinden","0.0955"
"4422","02 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2014","Dizel","Yarı Otomatik","1598 cc","105 hp","0.120002","Takasa Uygun Değil","Sahibinden","0.09875"
"4423","01 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2013","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.178","Takasa Uygun","Sahibinden","0.074"
"4424","01 Ekim 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Comfortline","0.2016","Benzin","D&#252;z","1395 cc","125 hp","0.048","Takasa Uygun Değil","Sahibinden","0.11"
"4425","01 Ekim 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2013","Dizel","D&#252;z","1598 cc","105 hp","0.102","Takasa Uygun Değil","Sahibinden","0.092"
"4426","30 Eyl&#252;l 2019","Volkswagen","Jetta","1.6 Primeline","0.2008","LPG &amp; Benzin","Otomatik","1595 cc","102 hp","0.256","Takasa Uygun Değil","Sahibinden","0.057"
"4427","30 Eyl&#252;l 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.201","Dizel","D&#252;z","1598 cc","105 hp","0.242","Takasa Uygun Değil","Sahibinden","0.0655"
"4428","30 Eyl&#252;l 2019","Volkswagen","Jetta","1.4 TSi Highline","0.2012","Benzin","D&#252;z","1390 cc","122 hp","0.056","Takasa Uygun Değil","Sahibinden","0.087"
"4429","30 Eyl&#252;l 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2013","Dizel","Yarı Otomatik","1598 cc","105 hp","0.19","Takasa Uygun","Sahibinden","0.081"
"4430","30 Eyl&#252;l 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2014","Dizel","Yarı Otomatik","1598 cc","105 hp","0.092","Takasa Uygun Değil","Sahibinden","0.10900000000000001"
"4432","30 Eyl&#252;l 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2014","Dizel","Yarı Otomatik","1598 cc","105 hp","0.1785","Takasa Uygun Değil","Sahibinden","0.0935"
"4433","29 Eyl&#252;l 2019","Volkswagen","Jetta","1.6 Primeline","0.2008","LPG &amp; Benzin","D&#252;z","1595 cc","102 hp","0.168","Takasa Uygun","Sahibinden","0.05"
"4434","29 Eyl&#252;l 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2014","Dizel","Yarı Otomatik","1598 cc","105 hp","0.132","Takasa Uygun","Sahibinden","0.0975"
"4435","28 Eyl&#252;l 2019","Volkswagen","Jetta","1.6 FSi Comfortline","0.2006","LPG &amp; Benzin","D&#252;z","1598 cc","115 hp","0.2145","Takasa Uygun Değil","Sahibinden","0.04985"
"4436","27 Eyl&#252;l 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2013","Dizel","Yarı Otomatik","1598 cc","105 hp","0.139","Takasa Uygun Değil","Sahibinden","0.098"
"4437","27 Eyl&#252;l 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2012","Dizel","Yarı Otomatik","1598 cc","105 hp","0.1125","Takasa Uygun Değil","Sahibinden","0.087"
"4438","26 Eyl&#252;l 2019","Volkswagen","Jetta","1.2 TSi Comfortline","0.2011","Benzin","D&#252;z","1197 cc","105 hp","0.187","Takasa Uygun","Sahibinden","0.077"
"4439","26 Eyl&#252;l 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2014","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.057","Takasa Uygun Değil","Sahibinden","0.11699999999999999"
"4440","25 Eyl&#252;l 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2013","Dizel","D&#252;z","1598 cc","105 hp","0.139","Takasa Uygun Değil","Sahibinden","0.0915"
"4441","25 Eyl&#252;l 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2013","Dizel","D&#252;z","1598 cc","105 hp","0.137","Takasa Uygun Değil","Sahibinden","0.09000000000000001"
"4442","25 Eyl&#252;l 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2015","Dizel","Yarı Otomatik","1598 cc","105 hp","0.1189","Takasa Uygun","Sahibinden","0.09899999999999999"
"4443","25 Eyl&#252;l 2019","Volkswagen","Jetta","1.6 FSi Midline","0.2006","LPG &amp; Benzin","D&#252;z","1598 cc","115 hp","0.21","Takasa Uygun Değil","Sahibinden","0.044"
"4444","25 Eyl&#252;l 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2015","Dizel","D&#252;z","1401 - 1600 cm3","101 - 125 HP","0.046","Takasa Uygun","Sahibinden","0.0959"
"4445","24 Eyl&#252;l 2019","Volkswagen","Jetta","1.4 TSi Comfortline","0.2013","Benzin","Yarı Otomatik","1390 cc","122 hp","0.0115","Takasa Uygun Değil","Sahibinden","0.115"
"4446","23 Eyl&#252;l 2019","Volkswagen","Jetta","1.6 Primeline","0.2007","LPG &amp; Benzin","Otomatik","1595 cc","102 hp","0.146","Takasa Uygun Değil","Sahibinden","0.05450000000000001"
"4447","23 Eyl&#252;l 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2011","Dizel","Yarı Otomatik","1598 cc","105 hp","0.288","Takasa Uygun Değil","Sahibinden","0.059999"
"4448","23 Eyl&#252;l 2019","Volkswagen","Jetta","1.4 TSi Highline","0.2017","Benzin","Yarı Otomatik","1390 cc","122 hp","0.0245","Takasa Uygun Değil","Sahibinden","0.13975"
"4449","22 Eyl&#252;l 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Comfortline","0.2016","Benzin","Yarı Otomatik","1395 cc","150 hp","0.0215","Takasa Uygun Değil","Sahibinden","0.12000000000000001"
"4450","22 Eyl&#252;l 2019","Volkswagen","Jetta","1.4 TSi Highline","0.2015","Benzin","Yarı Otomatik","1390 cc","122 hp","0.07","Takasa Uygun Değil","Sahibinden","0.122"
"4451","21 Eyl&#252;l 2019","Volkswagen","Jetta","1.2 TSi Trendline","0.2012","Benzin","D&#252;z","1197 cc","105 hp","0.172","Takasa Uygun","Sahibinden","0.059750000000000004"
"4452","20 Eyl&#252;l 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2015","Dizel","Yarı Otomatik","1598 cc","105 hp","0.111","Takasa Uygun Değil","Sahibinden","0.094"
"4453","20 Eyl&#252;l 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2015","Dizel","Yarı Otomatik","1598 cc","105 hp","0.059","Takasa Uygun Değil","Sahibinden","0.116"
"4455","18 Eyl&#252;l 2019","Volkswagen","Jetta","1.4 TSi Trendline","0.2012","Benzin","D&#252;z","1390 cc","122 hp","0.16895","Takasa Uygun Değil","Sahibinden","0.058499999999999996"
"4456","17 Eyl&#252;l 2019","Volkswagen","Jetta","1.4 TSi Highline","0.2012","Benzin","D&#252;z","1390 cc","122 hp","0.071","Takasa Uygun Değil","Sahibinden","0.08650000000000001"
"4457","17 Eyl&#252;l 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2013","Dizel","Yarı Otomatik","1598 cc","105 hp","0.148","Takasa Uygun Değil","Sahibinden","0.08650000000000001"
"4458","16 Eyl&#252;l 2019","Volkswagen","Jetta","1.4 TSi Highline","0.2013","Benzin","Yarı Otomatik","1390 cc","122 hp","0.083","Takasa Uygun Değil","Sahibinden","0.092"
"4459","16 Eyl&#252;l 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2014","Dizel","Yarı Otomatik","1598 cc","105 hp","0.104","Takasa Uygun","Sahibinden","0.0965"
"4460","16 Eyl&#252;l 2019","Volkswagen","Jetta","1.6 Primeline","0.201","LPG &amp; Benzin","Otomatik","1595 cc","102 hp","0.1025","Takasa Uygun Değil","Sahibinden","0.068"
"4461","16 Eyl&#252;l 2019","Volkswagen","Jetta","1.2 TSi Comfortline","0.2013","Benzin","D&#252;z","1197 cc","105 hp","0.03","Takasa Uygun Değil","Sahibinden","0.0925"
"4462","16 Eyl&#252;l 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2012","Dizel","Yarı Otomatik","1598 cc","105 hp","0.173","Takasa Uygun","Sahibinden","0.0775"
"4463","16 Eyl&#252;l 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2011","Dizel","Yarı Otomatik","1598 cc","105 hp","0.167","Takasa Uygun Değil","Sahibinden","0.068"
"4464","15 Eyl&#252;l 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2012","Dizel","Yarı Otomatik","1598 cc","105 hp","0.1732","Takasa Uygun Değil","Sahibinden","0.092"
"4465","15 Eyl&#252;l 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.201","Dizel","Yarı Otomatik","1598 cc","105 hp","0.165","Takasa Uygun Değil","Sahibinden","0.0599"
"4466","15 Eyl&#252;l 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2014","Dizel","Yarı Otomatik","1598 cc","105 hp","0.097","Takasa Uygun Değil","Sahibinden","0.10245"
"4468","13 Eyl&#252;l 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2014","Dizel","Yarı Otomatik","1598 cc","105 hp","0.15","Takasa Uygun Değil","Sahibinden","0.095"
"4469","13 Eyl&#252;l 2019","Volkswagen","Jetta","1.9 TDi Midline","0.2009","Dizel","D&#252;z","1896 cc","105 hp","0.14934999999999998","Takasa Uygun Değil","Sahibinden","0.056799999999999996"
"4470","12 Eyl&#252;l 2019","Volkswagen","Jetta","1.4 TSi Comfortline","0.2012","Benzin","D&#252;z","1390 cc","122 hp","0.059","Takasa Uygun Değil","Sahibinden","0.0875"
"4471","12 Eyl&#252;l 2019","Volkswagen","Jetta","1.6 FSi Comfortline","0.2006","Benzin","D&#252;z","1598 cc","115 hp","0.175","Takasa Uygun","Sahibinden","0.04425"
"4472","12 Eyl&#252;l 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.201","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.1956","Takasa Uygun Değil","Sahibinden","0.06375"
