"detailid","tarih","marka","seri","model","yil","yakit","vites","hacim","guc","kilometre","takas","kimden","fiyat"
"3260","08 Aralık 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Highline","0.2016","Benzin","Yarı Otomatik","1395 cc","125 hp","0.047","Takasa Uygun Değil","Sahibinden","0.115"
"3261","08 Aralık 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Trendline","0.2017","Benzin","D&#252;z","1395 cc","125 hp","0.021","Takasa Uygun Değil","Sahibinden","0.1215"
"3262","08 Aralık 2019","Volkswagen","Jetta","1.2 TSi BlueMotion Trendline","0.2016","Benzin","Yarı Otomatik","1197 cc","105 hp","0.086","Takasa Uygun","Galeriden","0.101"
"3263","08 Aralık 2019","Volkswagen","Jetta","1.6 Primeline","0.2008","LPG &amp; Benzin","Otomatik","1595 cc","102 hp","0.21","Takasa Uygun","Sahibinden","0.052500000000000005"
"3264","08 Aralık 2019","Volkswagen","Jetta","1.6 TDi","0.1982","Dizel","D&#252;z","1588 cc","70 hp","0.0645","Takasa Uygun","Sahibinden","0.009000000000000001"
"3265","07 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.201","Dizel","D&#252;z","1598 cc","105 hp","0.214","Takasa Uygun Değil","Sahibinden","0.057"
"3266","07 Aralık 2019","Volkswagen","Jetta","1.4 TSi Comfortline","0.2007","Benzin","D&#252;z","1390 cc","140 hp","0.244","Takasa Uygun","Sahibinden","0.05450000000000001"
"3267","07 Aralık 2019","Volkswagen","Jetta","1.4 TSi Highline","0.2012","Benzin","D&#252;z","1390 cc","122 hp","0.23","Takasa Uygun Değil","Sahibinden","0.0655"
"3268","07 Aralık 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Comfortline","0.2016","Benzin","Yarı Otomatik","1395 cc","125 hp","0.144","Takasa Uygun","Galeriden","0.1125"
"3269","07 Aralık 2019","Volkswagen","Jetta","1.4 TSi Highline","0.2012","Benzin","D&#252;z","1390 cc","122 hp","0.1625","Takasa Uygun","Galeriden","0.081"
"3270","07 Aralık 2019","Volkswagen","Jetta","1.2 TSi Trendline","0.2014","Benzin","D&#252;z","1197 cc","105 hp","0.153","Takasa Uygun","Sahibinden","0.0735"
"3271","07 Aralık 2019","Volkswagen","Jetta","1.6 TDi Primeline","0.201","Dizel","Otomatik","1401 - 1600 cm3","101 - 125 HP","0.215","Takasa Uygun","Sahibinden","0.05125"
"3272","07 Aralık 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2014","Dizel","Yarı Otomatik","1598 cc","105 hp","0.165","Takasa Uygun Değil","Sahibinden","0.11"
"3273","07 Aralık 2019","Volkswagen","Jetta","1.4 TSi Comfortline","0.2008","Benzin","D&#252;z","1390 cc","140 hp","0.2","Takasa Uygun Değil","Sahibinden","0.05"
"3274","07 Aralık 2019","Volkswagen","Jetta","1.6 Primeline","0.2007","LPG &amp; Benzin","Otomatik","1595 cc","102 hp","0.157","Takasa Uygun Değil","Sahibinden","0.055"
"3275","07 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2015","Dizel","Yarı Otomatik","1598 cc","105 hp","0.114","Takasa Uygun","Sahibinden","0.12300000000000001"
"3276","07 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2013","Dizel","Yarı Otomatik","1598 cc","105 hp","0.186","Takasa Uygun","Galeriden","0.09575"
"3277","07 Aralık 2019","Volkswagen","Jetta","1.6 FSi Comfortline","0.2007","Benzin","D&#252;z","1598 cc","115 hp","0.154425","Takasa Uygun","Yetkili Bayiden","0.059500000000000004"
"3278","07 Aralık 2019","Volkswagen","Jetta","1.6 Comfortline","0.2008","LPG &amp; Benzin","Otomatik","1595 cc","102 hp","0.261","Takasa Uygun Değil","Sahibinden","0.052500000000000005"
"3279","07 Aralık 2019","Volkswagen","Jetta","1.6 FSi Midline","0.2006","Benzin","D&#252;z","1598 cc","115 hp","0.201","Takasa Uygun","Galeriden","0.04975"
"3280","07 Aralık 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2013","Dizel","Yarı Otomatik","1598 cc","105 hp","0.098","Takasa Uygun Değil","Sahibinden","0.1155"
"3281","07 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2015","Dizel","D&#252;z","1401 - 1600 cm3","101 - 125 HP","0.145","Takasa Uygun Değil","Sahibinden","0.087"
"3282","07 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2012","Dizel","D&#252;z","1598 cc","105 hp","0.154","Takasa Uygun Değil","Sahibinden","0.06999999999999999"
"3283","07 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2012","Dizel","D&#252;z","1598 cc","105 hp","0.147","Takasa Uygun Değil","Sahibinden","0.06999999999999999"
"3284","07 Aralık 2019","Volkswagen","Jetta","1.6 Primeline","0.2006","LPG &amp; Benzin","D&#252;z","1595 cc","102 hp","0.208","Takasa Uygun Değil","Sahibinden","0.05"
"3285","07 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2015","Dizel","D&#252;z","1598 cc","105 hp","0.0835","Takasa Uygun Değil","Sahibinden","0.09674999999999999"
"3286","07 Aralık 2019","Volkswagen","Jetta","1.2 TSi BlueMotion Comfortline","0.2016","Benzin","D&#252;z","1197 cc","105 hp","0.0327","Takasa Uygun","Sahibinden","0.1125"
"3287","07 Aralık 2019","Volkswagen","Jetta","1.6 FSi Comfortline","0.2007","Benzin","D&#252;z","1401 - 1600 cm3","101 - 125 HP","0.15","Takasa Uygun","Sahibinden","0.060000000000000005"
"3288","07 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2011","Dizel","D&#252;z","1598 cc","105 hp","0.193","Takasa Uygun","Galeriden","0.068"
"3289","07 Aralık 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Comfortline","0.2017","Benzin","Yarı Otomatik","1395 cc","125 hp","0.021","Takasa Uygun","Galeriden","0.13580000000000003"
"3290","06 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2015","Dizel","D&#252;z","1598 cc","105 hp","0.15","Takasa Uygun Değil","Galeriden","0.1029"
"3291","06 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2014","Dizel","Yarı Otomatik","1598 cc","105 hp","0.11","Takasa Uygun Değil","Galeriden","0.1139"
"3292","06 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2012","Dizel","D&#252;z","1598 cc","105 hp","0.119","Takasa Uygun","Galeriden","0.08349999999999999"
"3293","06 Aralık 2019","Volkswagen","Jetta","1.4 TSi Comfortline","0.2012","Benzin","D&#252;z","1390 cc","122 hp","0.108","Takasa Uygun","Sahibinden","0.078"
"3294","06 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2012","Dizel","Yarı Otomatik","1598 cc","105 hp","0.1535","Takasa Uygun Değil","Sahibinden","0.0815"
"3295","06 Aralık 2019","Volkswagen","Jetta","1.2 TSi Trendline","0.2011","Benzin","D&#252;z","1197 cc","105 hp","0.19","Takasa Uygun","Galeriden","0.06375"
"3297","06 Aralık 2019","Volkswagen","Jetta","1.6 Primeline","0.201","Benzin","Otomatik","1595 cc","102 hp","0.2","Takasa Uygun Değil","Sahibinden","0.06499999999999999"
"3298","06 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2014","Dizel","Yarı Otomatik","1598 cc","105 hp","0.125","Takasa Uygun Değil","Sahibinden","0.1075"
"3300","06 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2014","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.175","Takasa Uygun Değil","Sahibinden","0.076"
"3301","06 Aralık 2019","Volkswagen","Jetta","1.4 TSi Comfortline","0.2009","Benzin","D&#252;z","1390 cc","140 hp","0.219","Takasa Uygun","Sahibinden","0.06175"
"3302","06 Aralık 2019","Volkswagen","Jetta","1.4 TSi Highline","0.2012","Benzin","D&#252;z","1390 cc","122 hp","0.188","Takasa Uygun Değil","Sahibinden","0.08"
"3303","06 Aralık 2019","Volkswagen","Jetta","1.4 TSi Highline","0.2014","Benzin","Yarı Otomatik","1390 cc","122 hp","0.105","Takasa Uygun","Galeriden","0.10695"
"3304","06 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2015","Dizel","Yarı Otomatik","1598 cc","105 hp","0.071","Takasa Uygun","Galeriden","0.11975"
"3305","06 Aralık 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2014","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.125","Takasa Uygun","Galeriden","0.0915"
"3306","06 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.201","Dizel","D&#252;z","1598 cc","105 hp","0.268","Takasa Uygun","Galeriden","0.0455"
"3307","06 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2015","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.106","Takasa Uygun","Galeriden","0.11590000000000002"
"3308","06 Aralık 2019","Volkswagen","Jetta","1.6 Midline","0.2008","LPG &amp; Benzin","D&#252;z","1595 cc","102 hp","0.176","Takasa Uygun Değil","Sahibinden","0.0635"
"3309","06 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2011","Dizel","Yarı Otomatik","1598 cc","105 hp","0.263","Takasa Uygun Değil","Sahibinden","0.07100000000000001"
"3310","06 Aralık 2019","Volkswagen","Jetta","1.4 TSi Comfortline","0.2007","LPG &amp; Benzin","D&#252;z","1390 cc","140 hp","0.19","Takasa Uygun Değil","Galeriden","0.054"
"3311","06 Aralık 2019","Volkswagen","Jetta","1.6 Comfortline","0.2006","Benzin","D&#252;z","1595 cc","102 hp","0.22","Takasa Uygun","Galeriden","0.04625"
"3312","06 Aralık 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Comfortline","0.2015","Benzin","D&#252;z","1395 cc","125 hp","0.043","Takasa Uygun Değil","Sahibinden","0.11075"
"3313","06 Aralık 2019","Volkswagen","Jetta","1.4 TSi Trendline","0.2012","Benzin","D&#252;z","1390 cc","122 hp","0.0865","Takasa Uygun Değil","Sahibinden","0.074"
"3314","06 Aralık 2019","Volkswagen","Jetta","1.2 TSi BlueMotion Comfortline","0.2016","Benzin","Yarı Otomatik","1197 cc","105 hp","0.04","Takasa Uygun Değil","Sahibinden","0.12275"
"3315","06 Aralık 2019","Volkswagen","Jetta","1.6 FSi Midline","0.2006","Benzin","D&#252;z","1598 cc","115 hp","0.26","Takasa Uygun Değil","Sahibinden","0.0425"
"3316","06 Aralık 2019","Volkswagen","Jetta","1.2 TSi Comfortline","0.2015","Benzin","D&#252;z","1197 cc","105 hp","0.030350000000000002","Takasa Uygun Değil","Sahibinden","0.115"
"3317","06 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2013","Dizel","Otomatik","1200 cm3&#39; e kadar","101 - 125 HP","0.11888800000000001","Takasa Uygun Değil","Galeriden","0.089"
"3318","06 Aralık 2019","Volkswagen","Jetta","1.2 TSi Highline","0.2011","Benzin","D&#252;z","1197 cc","105 hp","0.086","Takasa Uygun","Galeriden","0.06475"
"3319","06 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2014","Dizel","Yarı Otomatik","1598 cc","105 hp","0.115","Takasa Uygun","Galeriden","0.116"
"3320","06 Aralık 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Highline","0.2016","Benzin","D&#252;z","1395 cc","125 hp","0.0635","Takasa Uygun Değil","Sahibinden","0.125"
"3321","06 Aralık 2019","Volkswagen","Jetta","1.9 TDi Midline","0.2007","Dizel","Yarı Otomatik","1896 cc","105 hp","0.2206","Takasa Uygun","Sahibinden","0.0505"
"3322","06 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2011","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.22","Takasa Uygun","Galeriden","0.081"
"3323","06 Aralık 2019","Volkswagen","Jetta","1.4 TSi Comfortline","0.2012","Benzin","Yarı Otomatik","1390 cc","122 hp","0.15","Takasa Uygun","Galeriden","0.0795"
"3324","06 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2014","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.125","Takasa Uygun Değil","Sahibinden","0.1025"
"3325","06 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2012","Dizel","D&#252;z","1598 cc","105 hp","0.147","Takasa Uygun Değil","Sahibinden","0.0915"
"3326","06 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2015","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.15","Takasa Uygun Değil","Sahibinden","0.095"
"3327","06 Aralık 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Highline","0.2016","Benzin","Yarı Otomatik","1395 cc","125 hp","0.126","Takasa Uygun","Sahibinden","0.11799"
"3328","06 Aralık 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Trendline","0.2017","Benzin","D&#252;z","1395 cc","125 hp","0.03","Takasa Uygun Değil","Sahibinden","0.108"
"3329","06 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2013","Dizel","Yarı Otomatik","1598 cc","105 hp","0.135","Takasa Uygun","Sahibinden","0.08699899999999999"
"3330","06 Aralık 2019","Volkswagen","Jetta","1.2 TSi Trendline","0.2012","Benzin","D&#252;z","1197 cc","105 hp","0.2008","Takasa Uygun Değil","Sahibinden","0.06999999999999999"
"3331","06 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2015","Dizel","D&#252;z","1598 cc","105 hp","0.124","Takasa Uygun Değil","Sahibinden","0.093"
"3332","06 Aralık 2019","Volkswagen","Jetta","1.9 TDi Midline","0.2008","Dizel","D&#252;z","1896 cc","105 hp","0.173","Takasa Uygun Değil","Sahibinden","0.0385"
"3333","06 Aralık 2019","Volkswagen","Jetta","1.9 TDi Midline","0.2008","Dizel","Yarı Otomatik","1896 cc","105 hp","0.263","Takasa Uygun","Sahibinden","0.048"
"3334","06 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2015","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.118","Takasa Uygun Değil","Galeriden","0.108"
"3335","06 Aralık 2019","Volkswagen","Jetta","1.4 TSi Comfortline","0.2008","Benzin","Yarı Otomatik","1390 cc","140 hp","0.135","Takasa Uygun Değil","Galeriden","0.0555"
"3336","06 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2013","Dizel","Yarı Otomatik","1598 cc","105 hp","0.143","Takasa Uygun Değil","Galeriden","0.08675"
"3337","05 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2012","Dizel","Yarı Otomatik","1598 cc","105 hp","0.204","Takasa Uygun","Galeriden","0.077"
"3338","05 Aralık 2019","Volkswagen","Jetta","1.6 Primeline","0.201","LPG &amp; Benzin","D&#252;z","1595 cc","102 hp","0.14","Takasa Uygun Değil","Sahibinden","0.07425"
"3339","05 Aralık 2019","Volkswagen","Jetta","1.4 TSi Comfortline","0.2009","Benzin","D&#252;z","1390 cc","122 hp","0.132","Takasa Uygun Değil","Sahibinden","0.06499999999999999"
"3340","05 Aralık 2019","Volkswagen","Jetta","1.6 Midline","0.2008","LPG &amp; Benzin","D&#252;z","1595 cc","102 hp","0.222632","Takasa Uygun Değil","Sahibinden","0.05815"
"3341","05 Aralık 2019","Volkswagen","Jetta","1.2 TSi Highline","0.2014","Benzin","D&#252;z","1197 cc","105 hp","0.087","Takasa Uygun","Sahibinden","0.095999"
"3342","05 Aralık 2019","Volkswagen","Jetta","1.2 TSi Comfortline","0.2013","Benzin","Yarı Otomatik","1197 cc","105 hp","0.0645","Takasa Uygun Değil","Sahibinden","0.09899999999999999"
"3343","05 Aralık 2019","Volkswagen","Jetta","1.4 TSi Highline","0.2015","Benzin","Yarı Otomatik","1390 cc","122 hp","0.06448999999999999","Takasa Uygun","Yetkili Bayiden","0.11474999999999999"
"3344","05 Aralık 2019","Volkswagen","Jetta","1.6 Primeline","0.2009","Benzin","D&#252;z","1595 cc","102 hp","0.24","Takasa Uygun Değil","Sahibinden","0.047"
"3345","05 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2014","Dizel","Yarı Otomatik","1598 cc","105 hp","0.181","Takasa Uygun Değil","Sahibinden","0.0825"
"3346","05 Aralık 2019","Volkswagen","Jetta","1.6 Midline","0.2006","Benzin","D&#252;z","1595 cc","102 hp","0.2265","Takasa Uygun","Sahibinden","0.049"
"3347","05 Aralık 2019","Volkswagen","Jetta","1.6 TDi Primeline","0.201","Dizel","D&#252;z","1598 cc","105 hp","0.221","Takasa Uygun","Sahibinden","0.0475"
"3348","05 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2011","Dizel","D&#252;z","1598 cc","105 hp","0.22","Takasa Uygun Değil","Sahibinden","0.068"
"3349","05 Aralık 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Trendline","0.2015","Benzin","D&#252;z","1395 cc","125 hp","0.104","Takasa Uygun Değil","Galeriden","0.0895"
"3350","05 Aralık 2019","Volkswagen","Jetta","1.9 TDi Midline","0.2007","Dizel","Yarı Otomatik","1896 cc","105 hp","0.285","Takasa Uygun","Sahibinden","0.0535"
"3351","05 Aralık 2019","Volkswagen","Jetta","1.2 TSi Trendline","0.2011","Benzin","D&#252;z","1197 cc","105 hp","0.17777","Takasa Uygun Değil","Galeriden","0.06975"
"3352","05 Aralık 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2014","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.1645","Takasa Uygun","Galeriden","0.09849999999999999"
"3353","05 Aralık 2019","Volkswagen","Jetta","1.6 Primeline","0.2007","LPG &amp; Benzin","Otomatik","1595 cc","102 hp","0.145","Takasa Uygun","Sahibinden","0.061500000000000006"
"3354","05 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.201","Dizel","D&#252;z","1598 cc","105 hp","0.11875","Takasa Uygun Değil","Sahibinden","0.08349999999999999"
"3355","05 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2012","Dizel","Yarı Otomatik","1598 cc","105 hp","0.18","Takasa Uygun Değil","Sahibinden","0.0765"
"3356","05 Aralık 2019","Volkswagen","Jetta","1.4 TSi Comfortline","0.201","Benzin","Yarı Otomatik","1390 cc","122 hp","0.139","Takasa Uygun Değil","Galeriden","0.06499999999999999"
"3357","05 Aralık 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2014","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.181","Takasa Uygun","Galeriden","0.10450000000000001"
"3358","05 Aralık 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2013","Dizel","Yarı Otomatik","1598 cc","105 hp","0.0202","Takasa Uygun Değil","Sahibinden","0.1215"
"3359","05 Aralık 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2013","Dizel","Yarı Otomatik","1598 cc","105 hp","0.206","Takasa Uygun","Sahibinden","0.0935"
"3360","05 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2014","Dizel","Yarı Otomatik","1598 cc","105 hp","0.13935","Takasa Uygun","Galeriden","0.1"
"3361","05 Aralık 2019","Volkswagen","Jetta","1.6 FSi Midline","0.2006","LPG &amp; Benzin","D&#252;z","1598 cc","115 hp","0.253","Takasa Uygun Değil","Sahibinden","0.041999999999999996"
"3362","05 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2014","Dizel","Yarı Otomatik","1598 cc","105 hp","0.1225","Takasa Uygun","Galeriden","0.08275"
"3363","05 Aralık 2019","Volkswagen","Jetta","1.4 TSi Trendline","0.2012","Benzin","D&#252;z","1390 cc","122 hp","0.12","Takasa Uygun","Sahibinden","0.06499999999999999"
"3364","05 Aralık 2019","Volkswagen","Jetta","1.6 TDi Exclusive","0.201","Dizel","D&#252;z","1401 - 1600 cm3","101 - 125 HP","0.24600000000000002","Takasa Uygun","Sahibinden","0.058"
"3365","05 Aralık 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2015","Dizel","D&#252;z","1598 cc","105 hp","0.0855","Takasa Uygun Değil","Sahibinden","0.125"
"3366","05 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2015","Dizel","D&#252;z","1598 cc","105 hp","0.095","Takasa Uygun Değil","Sahibinden","0.11299999999999999"
"3367","05 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.201","Dizel","Yarı Otomatik","1598 cc","105 hp","0.187","Takasa Uygun Değil","Sahibinden","0.0687"
"3368","05 Aralık 2019","Volkswagen","Jetta","1.4 TSi Highline","0.2014","LPG &amp; Benzin","D&#252;z","1390 cc","122 hp","0.073","Takasa Uygun","Yetkili Bayiden","0.112"
"3369","05 Aralık 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Comfortline","0.2015","Benzin","Yarı Otomatik","1395 cc","125 hp","0.07","Takasa Uygun","Sahibinden","0.11574999999999999"
"3370","05 Aralık 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2012","Dizel","Yarı Otomatik","1598 cc","105 hp","0.12","Takasa Uygun Değil","Sahibinden","0.102"
"3371","05 Aralık 2019","Volkswagen","Jetta","1.2 TSi BlueMotion Comfortline","0.2016","Benzin","D&#252;z","1197 cc","105 hp","0.0256","Takasa Uygun Değil","Sahibinden","0.115"
"3372","05 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2014","Dizel","D&#252;z","1598 cc","105 hp","0.112","Takasa Uygun","Galeriden","0.08290000000000002"
"3373","05 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2013","Dizel","D&#252;z","1598 cc","105 hp","0.165","Takasa Uygun Değil","Sahibinden","0.07550000000000001"
"3374","05 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2012","Dizel","D&#252;z","1598 cc","105 hp","0.168","Takasa Uygun","Galeriden","0.085"
"3375","05 Aralık 2019","Volkswagen","Jetta","1.2 TSi BlueMotion Comfortline","0.2016","Benzin","Yarı Otomatik","1197 cc","105 hp","0.07479999999999999","Takasa Uygun Değil","Sahibinden","0.103"
"3376","05 Aralık 2019","Volkswagen","Jetta","1.2 TSi Trendline","0.2012","Benzin","Yarı Otomatik","1197 cc","105 hp","0.24","Takasa Uygun Değil","Galeriden","0.06175"
"3377","05 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2013","Dizel","D&#252;z","1598 cc","105 hp","0.115","Takasa Uygun","Sahibinden","0.0975"
"3378","05 Aralık 2019","Volkswagen","Jetta","1.4 TSi Exclusive","0.2011","Benzin","D&#252;z","1201 - 1400 cm3","101 - 125 HP","0.13","Takasa Uygun Değil","Sahibinden","0.06499999999999999"
"3379","05 Aralık 2019","Volkswagen","Jetta","1.2 TSi Trendline","0.2012","Benzin","D&#252;z","1197 cc","105 hp","0.135","Takasa Uygun Değil","Sahibinden","0.07490000000000001"
"3380","05 Aralık 2019","Volkswagen","Jetta","1.2 TSi Trendline","0.2012","Benzin","Yarı Otomatik","1197 cc","105 hp","0.115","Takasa Uygun Değil","Sahibinden","0.08399999999999999"
"3381","05 Aralık 2019","Volkswagen","Jetta","1.4 TSi Trendline","0.2014","Benzin","Yarı Otomatik","1390 cc","122 hp","0.077","Takasa Uygun Değil","Sahibinden","0.0895"
"3382","05 Aralık 2019","Volkswagen","Jetta","1.2 TSi BlueMotion Trendline","0.2017","Benzin","Yarı Otomatik","1197 cc","105 hp","0.071","Takasa Uygun","Galeriden","0.09674999999999999"
"3383","05 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2014","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.12","Takasa Uygun","Galeriden","0.10500000000000001"
"3384","05 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2014","Dizel","Yarı Otomatik","1401 - 1600 cm3","101 - 125 HP","0.17","Takasa Uygun","Galeriden","0.089"
"3385","04 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2012","Dizel","D&#252;z","1598 cc","105 hp","0.076","Takasa Uygun Değil","Sahibinden","0.088"
"3386","04 Aralık 2019","Volkswagen","Jetta","1.2 TSi BlueMotion Comfortline","0.2017","Benzin","D&#252;z","1197 cc","105 hp","0.051","Takasa Uygun Değil","Sahibinden","0.1105"
"3387","04 Aralık 2019","Volkswagen","Jetta","1.2 TSi Trendline","0.2012","Benzin","D&#252;z","1197 cc","105 hp","0.185","Takasa Uygun","Galeriden","0.06475"
"3388","04 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2012","Dizel","Yarı Otomatik","1598 cc","105 hp","0.143","Takasa Uygun","Galeriden","0.0859"
"3389","04 Aralık 2019","Volkswagen","Jetta","1.9 TDi Primeline","0.2008","Dizel","Yarı Otomatik","1896 cc","105 hp","0.279","Takasa Uygun","Galeriden","0.0549"
"3390","04 Aralık 2019","Volkswagen","Jetta","1.9 TDi Primeline","0.2008","Dizel","Yarı Otomatik","1896 cc","105 hp","0.279","Takasa Uygun","Galeriden","0.0549"
"3391","04 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2014","Dizel","Yarı Otomatik","1598 cc","105 hp","0.145","Takasa Uygun","Galeriden","0.0925"
"3392","04 Aralık 2019","Volkswagen","Jetta","1.2 TSi Highline","0.2011","Benzin","D&#252;z","1197 cc","105 hp","0.1625","Takasa Uygun","Sahibinden","0.0655"
"3393","04 Aralık 2019","Volkswagen","Jetta","1.6 TDi Highline","0.2012","Dizel","Yarı Otomatik","1598 cc","105 hp","0.155","Takasa Uygun Değil","Galeriden","0.088"
"3394","04 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2011","Dizel","Yarı Otomatik","1598 cc","105 hp","0.234","Takasa Uygun","Galeriden","0.0785"
"3395","04 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2015","Dizel","Yarı Otomatik","1598 cc","105 hp","0.054","Takasa Uygun Değil","Sahibinden","0.0965"
"3396","04 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2011","Dizel","D&#252;z","1401 - 1600 cm3","101 - 125 HP","0.219","Takasa Uygun Değil","Sahibinden","0.0625"
"3397","04 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2012","Dizel","Yarı Otomatik","1598 cc","105 hp","0.15425","Takasa Uygun Değil","Sahibinden","0.097"
"3398","04 Aralık 2019","Volkswagen","Jetta","1.6 FSi Midline","0.2006","Benzin","D&#252;z","1598 cc","115 hp","0.212","Takasa Uygun Değil","Sahibinden","0.0475"
"3399","04 Aralık 2019","Volkswagen","Jetta","1.6 Midline","0.2006","LPG &amp; Benzin","D&#252;z","1595 cc","102 hp","0.169","Takasa Uygun Değil","Sahibinden","0.0635"
"3400","04 Aralık 2019","Volkswagen","Jetta","1.6 TDi Trendline","0.2013","Dizel","D&#252;z","1598 cc","105 hp","0.221","Takasa Uygun","Galeriden","0.0775"
"3401","04 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.201","Dizel","D&#252;z","1401 - 1600 cm3","101 - 125 HP","0.2753","Takasa Uygun","Sahibinden","0.056749999999999995"
"3402","04 Aralık 2019","Volkswagen","Jetta","1.4 TSi BlueMotion Highline","0.2016","Benzin","D&#252;z","1395 cc","125 hp","0.05","Takasa Uygun","Galeriden","0.11950000000000001"
"3403","04 Aralık 2019","Volkswagen","Jetta","1.6 TDi Comfortline","0.2013","Dizel","Yarı Otomatik","1598 cc","105 hp","0.169","Takasa Uygun","Galeriden","0.09475"
